0.601,0.513,-2.839
0.634,2.506,-2.506
0.667,4.167,-1.933
0.701,4.137,-1.993
0.734,5.737,-1.389
0.801,8.757,-0.302
0.868,9.784,9.059E-2
0.901,10.39,9.059E-2
0.968,11.57,0.513
1.001,12.44,0.755
1.034,12.44,0.846
1.101,13.20,0.966
1.134,13.23,1.087
1.168,13.89,1.208
1.201,14.86,1.449
1.235,14.83,1.449
1.268,15.10,1.570
1.301,15.58,1.631
1.368,16.03,1.842
1.401,16.06,1.751
1.435,16.43,1.842
1.468,16.43,1.902
